x,y,label
0.098523442,3.932551241,0
2.421422986,0.770255807,1
1.407423187,4.204992082,0
2.264919133,1.414457293,1
0.469403146,4.259105126,0
2.241284443,5.915293127,0
2.151094771,1.456341197,1
1.142079321,2.7894589,0
2.078865333,0.535952779,1
1.372083152,2.997980194,0
1.395950589,4.205098979,0
